Mod:Item:MetaData, Localized Name
engineersdecor:slag_brick_slab, Slag Brick Slab
engineersdecor:slag_brick_stairs, Slag Brick Stairs
engineersdecor:slag_brick_wall, Slag Brick Wall
engineersdecor:rebar_concrete, Rebar Concrete Block
engineersdecor:rebar_concrete_slab, Rebar Concrete Slab
engineersdecor:rebar_concrete_stairs, Rebar Concrete Stairs
engineersdecor:rebar_concrete_wall, Rebar Concrete Wall
engineersdecor:rebar_concrete_tile, Rebar Concrete Tile
engineersdecor:rebar_concrete_tile_slab, Rebar Concrete Tile Slab
engineersdecor:rebar_concrete_tile_stairs, Rebar Concrete Tile Stairs
engineersdecor:gas_concrete, Gas Concrete Block
engineersdecor:gas_concrete_slab, Gas Concrete Slab
engineersdecor:gas_concrete_stairs, Gas Concrete Stairs
engineersdecor:gas_concrete_wall, Gas Concrete Wall
engineersdecor:concrete_wall, Concrete Wall
engineersdecor:panzerglass_block, Panzer Glass Block
engineersdecor:metal_rung_ladder, Metal Rung Ladder
engineersdecor:metal_rung_steps, Staggered Metal Steps
engineersdecor:treated_wood_ladder, Treated Wood Ladder
engineersdecor:treated_wood_pole, Straight Treated Wood Pole
engineersdecor:treated_wood_table, Treated Wood Table
engineersdecor:steel_table, Steel Table
engineersdecor:treated_wood_stool, Treated Wood Stool
engineersdecor:treated_wood_window, Treated Wood Window
engineersdecor:steel_framed_window, Steel Framed Window
engineersdecor:treated_wood_windowsill, Treated Wood Window Sill
engineersdecor:treated_wood_broad_windowsill, Broad Treated Wood Window Sill
engineersdecor:iron_inset_light, Inset Light
engineersdecor:iron_floor_edge_light, Inset Floor Edge Light
engineersdecor:treated_wood_pole_support, Straight Treated Wood Pole Support
engineersdecor:treated_wood_pole_head, Straight Treated Wood Pole Head/Foot
engineersdecor:thin_steel_pole, Straight Thin Steel Pole
engineersdecor:thick_steel_pole, Straight Thick Steel Pole
engineersdecor:thin_steel_pole_head, Straight Thin Steel Pole head/foot
engineersdecor:thick_steel_pole_head, Straight Thick Steel Pole Head/Foot
engineersdecor:steel_double_t_support, Steel Double T Support
engineersdecor:steel_floor_grating, Steel Floor Grating
engineersdecor:steel_mesh_fence, Steel Mesh Fence
engineersdecor:sign_hotwire, Sign "Caution Hot Wire"
engineersdecor:sign_danger, Sign "Caution Really Dangerous There"
engineersdecor:sign_defense, Sign "Caution Defense System Ahead"
engineersdecor:sign_factoryarea, Sign "Factory Area"
engineersdecor:sign_exit, Exit Sign
engineersdecor:sign_decor, Sign Plate (Engineer's decor)
engineersdecor:treated_wood_side_table, Treated Wood Side Table
engineersdecor:halfslab_rebar_concrete, Rebar Concrete Slice
engineersdecor:halfslab_concrete, Concrete Slice
engineersdecor:halfslab_gas_concrete, Gas Concrete Slice
engineersdecor:halfslab_treated_wood, Treated Wood Slice
engineersdecor:halfslab_sheetmetal_iron, Iron Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_steel, Steel Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_copper, Copper Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_gold, Gold Sheet Metal Slice
engineersdecor:halfslab_sheetmetal_aluminum, Aluminum Sheet Metal Slice
engineerstools:ariadne_coal_x, Ariadne Coal
engineerstools:ariadne_coal_y, Ariadne Coal
engineerstools:ariadne_coal_z, Ariadne Coal
engineerstools:crushing_hammer, Ore Crushing Hammer
engineerstools:redia_tool, REDIA Tool
engineerstools:iron_grit, Coarse iron grit
engineerstools:gold_grit, Coarse gold grit
engineerstools:ariadne_coal, Ariadne Coal
engineerstools:stimpack, Auto Stim Pack
engineerstools:sleeping_bag, Sleeping Bag
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
immersiveengineering:metal_decoration2:8, Aluminium Structural Arm
immersiveengineering:metal_decoration1_slab:1, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:2, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:3, Steel Scaffolding Slab
immersiveengineering:metal_decoration1_slab:5, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:6, Aluminium Scaffolding Slab
immersiveengineering:metal_decoration1_slab:7, Aluminium Scaffolding Slab
immersiveengineering:steel_scaffolding_stairs0, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs1, Steel Scaffolding Stairs
immersiveengineering:steel_scaffolding_stairs2, Steel Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs0, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs1, Aluminium Scaffolding Stairs
immersiveengineering:aluminum_scaffolding_stairs2, Aluminium Scaffolding Stairs
immersiveengineering:metal_ladder:0, Metal Ladder
immersiveengineering:metal_ladder:1, Scaffold Covered Ladder
immersiveengineering:metal_ladder:2, Scaffold Covered Ladder
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:connector:13, Redstone Probe Connector
immersiveengineering:metal_device0:0, LV Capacitor
immersiveengineering:metal_device0:1, MV Capacitor
immersiveengineering:metal_device0:2, HV Capacitor
immersiveengineering:metal_device0:3, Creative Capacitor
immersiveengineering:metal_device0:4, Metal Barrel
immersiveengineering:metal_device0:5, Fluid Pump
immersiveengineering:metal_device0:6, Fluid Outlet
immersiveengineering:metal_device1:0, Blast Furnace Preheater
immersiveengineering:metal_device1:1, External Heater
immersiveengineering:metal_device1:2, Kinetic Dynamo
immersiveengineering:metal_device1:3, Thermoelectric Generator
immersiveengineering:metal_device1:4, Powered Lantern
immersiveengineering:metal_device1:5, Charging Station
immersiveengineering:metal_device1:6, Fluid Pipe
immersiveengineering:metal_device1:7, Core Sample Drill
immersiveengineering:metal_device1:8, Tesla Coil
immersiveengineering:metal_device1:9, Floodlight
immersiveengineering:metal_device1:10, Chemthrower Turret
immersiveengineering:metal_device1:11, Gun Turret
immersiveengineering:metal_device1:13, Garden Cloche
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Windmill Sail
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:material:24, Nitrate Dust
immersiveengineering:material:25, Sulfur Dust
immersiveengineering:material:26, Vacuum Tube
immersiveengineering:material:27, Circuit Board
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:33, Silver Plate
immersiveengineering:metal:34, Nickel Plate
immersiveengineering:metal:35, Uranium Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:metal:40, Gold Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:pickaxe_steel, Steel Pickaxe
immersiveengineering:shovel_steel, Steel Shovel
immersiveengineering:axe_steel, Steel Axe
immersiveengineering:sword_steel, Steel Sword
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:wirecoil:6, Insulated LV Wire Coil
immersiveengineering:wirecoil:7, Insulated MV Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:1, Metal Press Mold: Gear
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:mold:5, Metal Press Mold: Packing 2x2
immersiveengineering:mold:6, Metal Press Mold: Packing 3x3
immersiveengineering:mold:7, Metal Press Mold: Unpacking
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver, Revolver
immersiveengineering:speedloader, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
